"","StuNum","avgYearPack","numYearAward","SexCode","MaritalCode","LeadCategoryCode","PrevEdCode","AdmRepName","ProgramCode","CitizenCode","IsHispanic","DDVeteran","cancelFlag.x"
"316","10467",36699.595,2,"F","P","REF","BACH","12","2","US","2","0","0"
"317","12219",2980,2,"F","S","PPC","BACH","30","2","US","1","0","1"
"318","11329",38331.7333333333,3,"F","D","INTINT","SOMECOLL","03","2","US","2","0","0"
"319","11194",24917.6333333333,3,"F","S","INTER","UN","07","2","US","2","0","0"
"320","10025",11835,2,"F","M","REF","ASSOC","07","2","US","2","0","1"
"321","11205",23007.5,4,"F","D","REF","SOMECOLL","15","1","US","2","0","0"
"322","12238",15871,2,"F","S","PDSCLMDA","SOMECOLL","14","2","ELNC","2","0","0"
"323","11128",28357,1,"F","S","PPC","SOMECOLL","08","2","US","2","0","0"
"324","10711",39973.3033333333,3,"F","S","REF","SOMECOLL","07","2","US","2","0","0"
"325","12161",13176,2,"F","M","REF","BACH","07","2","US","2","0","0"
"326","12209",24743.3333333333,3,"F","M","REF","SOMECOLL","07","2","US","1","0","0"
"327","12141",15420,1,"F","S","INTER","ASSOC","31","1","US","1","0","1"
"328","10250",23927.5,2,"F","S","PPC","SOMECOLL","14","2","US","2","0","1"
"329","10282",16345.365,2,"F","S","REF","HS","07","2","US","2","0","0"
"330","10842",26628,3,"M","S","PPC","SOMECOLL","15","2","US","1","0","0"
"331","11764",38590,2,"F","S","INTINT","SOMECOLL","07","2","US","2","0","0"
"332","12225",20657,1,"F","D","REF","SOMECOLL","07","2","US","2","0","0"
"333","11945",23584.105,2,"F","S","REF","SOMECOLL","14","2","US","1","0","0"
"334","12192",26856.5,3,"F","M","DIRMAIL","SOMECOLL","07","1","US","2","0","0"
"335","11604",26241,1,"F","S","REF","SOMECOLL","31","2","US","2","0","0"
"336","11258",27500,1,"F","S","REF","BACH","07","2","US","2","0","0"
"337","11748",39615.795,2,"F","M","REF","SOMECOLL","07","2","US","2","0","0"
"338","11858",23470.885,4,"M","S","INTINT","SOMECOLL","03","2","US","2","0","0"
"339","10414",33759.9,3,"F","D","PDSCLMDA","HS","14","2","US","2","0","0"
"340","10362",31707.2333333333,3,"F","S","REF","SOMECOLL","15","2","US","2","0","0"
"341","11129",21735.71,3,"F","M","PRINT","SOMECOLL","14","2","US","2","0","0"
"342","11971",38430,3,"M","S","REF","SOMECOLL","03","2","US","2","0","0"
"343","10742",24362,3,"F","S","RADIO","SOMECOLL","07","2","US","2","0","0"
"344","12084",25451.6666666667,3,"F","S","INTINT","SOMECOLL","15","2","US","1","0","0"
"345","11382",34977,2,"F","S","INTINT","SOMECOLL","15","2","US","2","0","0"
"346","10356",21438.852,5,"F","S","REF","HS","07","2","US","2","0","0"
"347","12232",19803.16,2,"F","S","PPC","HS","14","2","US","2","0","0"
"348","11916",22400,3,"F","M","INTINT","ASSOC","15","2","US","2","0","0"
"349","11592",6163,1,"F","S","REF","HS","15","2","US","2","0","0"
"350","10352",16455.285,2,"F","M","INTINT","SOMECOLL","14","2","US","2","0","0"
"351","11088",44551.3,2,"F","S","PPC","SOMECOLL","07","2","US","2","0","0"
"352","10739",24308.305,2,"F","S","REF","HS","14","2","US","1","0","0"
"353","10638",8652,1,"F","D","RADIO","SOMECOLL","07","2","US","1","0","0"
"354","11075",25200,3,"F","S","INTINT","SOMECOLL","07","2","US","2","0","0"
"355","10090",13569,1,"F","S","REF","SOMECOLL","14","2","US","2","0","0"
"356","11309",17595.17,2,"F","M","INTER","SOMECOLL","14","2","US","2","0","0"
"357","11657",7095.725,2,"F","M","PPC","SOMECOLL","30","1","ELNC","2","0","0"
"358","10044",16195,1,"F","M","OUTDOOR","SOMECOLL","31","2","US","2","0","1"
"359","10516",30341.5,2,"F","S","PPC","SOMECOLL","09","1","US","2","0","0"
"360","11443",38151.3,2,"F","D","PPC","SOMECOLL","07","2","US","1","0","0"
"361","11641",27101.9,2,"F","S","REF","SOMECOLL","30","2","US","2","0","0"
"362","10382",33110,2,"F","S","REF","SOMECOLL","14","2","US","1","0","1"
"363","11851",30321.6666666667,3,"F","S","INTER","SOMECOLL","14","2","ELNC","2","0","0"
"364","11106",24229.6666666667,3,"F","S","REF","SOMECOLL","07","2","ELNC","2","0","0"
"365","11027",30177.78,3,"M","M","REF","SOMECOLL","14","2","US","2","0","0"
"366","12053",28820.8966666667,3,"F","S","REF","SOMECOLL","07","2","US","2","0","0"
"367","11195",24755,1,"M","M","DIRMAIL","SOMECOLL","18","1","US","2","0","1"
"368","11153",28637,3,"F","S","REF","SOMECOLL","14","2","US","1","0","0"
"369","12113",39180.3333333333,3,"F","S","INTINT","SOMECOLL","03","2","US","1","0","0"
"370","11697",40000,3,"F","S","PPC","HS","14","2","N","2","0","0"
"371","11598",22257.3333333333,3,"M","S","INTINT","SOMECOLL","03","2","ELNC","2","0","0"
"372","11386",38707.5,2,"F","S","INTINT","SOMECOLL","15","2","US","2","0","0"
"373","11665",10462.4733333333,3,"F","M","INTINT","SOMECOLL","07","2","US","2","0","0"
"374","11572",38153.705,2,"F","S","PPC","SOMECOLL","15","2","ELNC","2","0","0"
"375","10403",34600,2,"M","S","INTINT","SOMECOLL","03","2","US","2","0","0"
"376","11001",26637.6566666667,3,"F","S","INTINT","SOMECOLL","07","2","US","2","0","0"
"377","10431",24298.865,4,"M","M","INTINT","UN","03","2","US","2","0","0"
"378","11977",24066.96,3,"M","S","REF","SOMECOLL","14","1","ELNC","2","0","0"
"379","10293",36299.075,2,"F","S","RADIO","SOMECOLL","15","2","US","2","0","0"
"380","10093",7085,2,"F","M","INTINT","ASSOC","14","2","US","2","0","1"
"381","10396",34535.865,4,"F","M","PPC","SOMECOLL","03","2","US","1","0","0"
"382","11829",26866.3333333333,3,"F","S","PPC","SOMECOLL","09","2","US","2","0","0"
"383","10786",14968.6666666667,3,"F","S","PPC","SOMECOLL","07","1","US","2","0","1"
"384","11483",33108.6666666667,3,"M","S","PPC","SOMECOLL","03","2","US","2","0","0"
"385","11416",45140,1,"F","S","INTINT","SOMECOLL","15","2","US","1","0","0"
"386","10195",23223.2,1,"F","S","PPC","SOMECOLL","07","2","US","2","0","0"
"387","11727",27307,2,"F","M","REF","SOMECOLL","14","1","US","2","0","0"
"388","11389",28851.6666666667,3,"F","S","REF","SOMECOLL","07","2","US","2","0","0"
"389","10066",18807.5,4,"M","S","REF","SOMECOLL","15","2","US","2","0","0"
"390","10784",6892,2,"F","M","REF","SOMECOLL","14","2","US","1","0","0"
"391","10059",22148.3333333333,3,"F","S","REF","SOMECOLL","07","2","US","1","0","0"
"392","10139",20905.6666666667,3,"F","S","PPC","SOMECOLL","07","2","US","2","0","0"
"393","10217",35295.69,2,"F","S","INTINT","SOMECOLL","14","1","US","2","0","0"
"394","11729",29596.9666666667,3,"F","S","INTER","SOMECOLL","14","2","US","2","0","0"
"395","11405",17542,1,"F","S","INTINT","SOMECOLL","14","2","US","1","0","0"
"396","11353",20372.6,1,"F","S","PPC","ASSOC","07","2","ELNC","2","0","0"
"397","10343",36609.575,2,"F","M","INTINT","SOMECOLL","03","2","ELNC","2","0","0"
"398","10000",21670.6666666667,3,"F","S","REF","SOMECOLL","15","2","US","1","0","0"
"399","10393",13410.5,2,"F","S","PPC","SOMECOLL","07","2","US","1","0","0"
"400","10928",711.2,1,"F","D","INTER","ASSOC","14","1","US","1","0","0"
"401","12171",39107.5,2,"F","S","PPC","SOMECOLL","07","2","US","2","0","0"
"402","11090",41168.4866666667,3,"F","S","INTINT","SOMECOLL","14","2","US","2","0","0"
"403","10276",29091.59,4,"F","S","PPC","HS","07","2","US","2","0","0"
"404","11511",29195.955,2,"F","S","REF","ASSOC","03","2","US","2","0","0"
"405","10600",25903.8666666667,3,"F","S","PPC","SOMECOLL","07","2","US","2","1","0"
"406","11044",21851.295,4,"F","S","REF","SOMECOLL","15","2","US","2","0","0"
"407","11938",35286.3333333333,3,"F","P","REF","UN","07","2","US","2","0","0"
"408","10300",27374,3,"F","M","PPC","BACH","01","2","US","2","0","0"
"409","10679",8729,2,"F","P","REF","SOMECOLL","07","2","ELNC","2","0","0"
"410","11703",20418,1,"M","S","REF","SOMECOLL","15","2","US","2","0","0"
"411","11914",16469.5,2,"F","S","PPC","BACH","15","2","US","2","0","0"
"412","11818",11527.995,2,"F","S","RADIO","ASSOC","07","2","US","1","0","0"
"413","12129",22541.6866666667,3,"F","S","REF","SOMECOLL","07","2","US","1","0","0"
"414","11501",24414.0325,4,"F","M","PPC","SOMECOLL","14","2","US","2","0","0"
"415","10240",33205.8333333333,3,"F","M","PPC","SOMECOLL","07","2","US","2","0","0"
"416","10802",3135,2,"F","S","PDSCLMDA","SOMECOLL","26","2","US","2","0","1"
"417","10226",21896.4266666667,3,"F","S","REF","SOMECOLL","14","2","US","2","0","0"
"418","11281",26891,3,"F","S","REF","SOMECOLL","01","2","US","1","0","0"
"419","11897",22878.25,4,"F","S","INTINT","SOMECOLL","07","2","US","1","0","0"
"420","10484",25374,2,"M","S","INTINT","SOMECOLL","01","2","US","2","0","0"
"421","11646",22815.78,3,"F","M","RADIO","SOMECOLL","03","2","US","2","0","0"
"422","11235",28021,1,"F","M","INTER","ASSOC","08","2","US","2","0","1"
"423","11094",25630.6666666667,3,"M","M","REF","SOMECOLL","07","2","US","2","0","0"
"424","11735",26733,1,"F","S","PDSCLMDA","HS","14","2","US","2","0","1"
"425","11133",8189.36,4,"F","M","PPC","HS","07","1","US","2","0","0"
"426","10433",32019.6666666667,3,"M","M","REF","SOMECOLL","14","2","US","2","0","0"
"427","10817",28222,1,"F","S","PPC","SOMECOLL","15","2","US","2","0","0"
"428","12206",18510,1,"F","S","PPC","SOMECOLL","07","2","US","1","0","0"
"429","10328",44946.1,2,"M","S","INTINT","SOMECOLL","15","2","US","2","0","0"
"430","11317",11500,2,"F","M","REF","ASSOC","07","2","US","1","0","0"
"431","10511",25782.525,4,"F","S","INTINT","ASSOC","15","2","US","2","0","0"
"432","11113",23455.5,2,"M","S","OUTDOOR","SOMECOLL","03","2","US","2","0","0"
"433","11406",24999.84,3,"F","S","REF","UN","14","2","US","1","0","0"
"434","10489",18560.75,1,"M","S","REF","HS","14","2","US","2","0","0"
"435","12073",21095.6666666667,3,"M","S","REF","SOMECOLL","14","2","US","2","0","0"
"436","10051",25967.695,2,"F","S","REF","SOMECOLL","09","2","US","2","0","0"
"437","11098",42222.885,2,"M","D","REF","SOMECOLL","14","2","US","2","0","0"
"438","11999",19952.6333333333,3,"M","S","REF","SOMECOLL","07","2","US","2","0","0"
"439","10858",39100.5,2,"F","S","RADIO","BACH","07","2","US","2","0","0"
"440","10705",30510.3333333333,3,"M","S","REF","HS","07","2","US","2","0","0"
"441","12100",37370,1,"M","M","REF","SOMECOLL","07","2","US","2","0","0"
"442","10825",24293.3333333333,3,"F","S","PPC","SOMECOLL","07","2","US","2","0","0"
"443","12127",29168,1,"F","S","REF","SOMECOLL","14","2","US","1","0","0"
"444","10491",23001.865,4,"F","S","TV","SOMECOLL","07","2","US","1","0","0"
"445","11243",35539.1333333333,3,"F","S","REF","SOMECOLL","03","2","US","2","1","0"
"446","10547",28739.24,1,"F","S","REF","HS","07","2","US","2","0","0"
"447","11583",25733.3366666667,3,"F","S","REF","SOMECOLL","03","2","US","2","0","0"
"448","10627",24661.6666666667,3,"F","S","RADIO","SOMECOLL","15","2","US","2","0","0"
"449","11580",26162.6666666667,3,"F","S","REF","SOMECOLL","15","2","US","2","0","0"
"450","11955",28303.2,2,"F","S","PPC","SOMECOLL","07","2","US","1","1","0"
"451","11517",26879.85,2,"F","S","PPC","BACH","30","1","US","2","0","0"
"452","11570",27727.1666666667,3,"F","P","TV","SOMECOLL","07","2","ELNC","2","0","0"
"453","11482",15577.12,2,"F","S","INTINT","SOMECOLL","07","2","US","2","0","0"
"454","10379",5500,1,"F","S","INTER","BACH","07","2","US","2","0","1"
"455","11005",33637.4,2,"F","M","INTINT","SOMECOLL","09","1","US","2","0","0"
"456","12213",41150.175,2,"M","P","PPC","SOMECOLL","14","2","US","2","0","0"
"457","11773",26439.7833333333,3,"M","S","INTINT","SOMECOLL","07","2","US","2","0","0"
"458","10370",36642,2,"F","S","INTINT","SOMECOLL","03","2","US","2","0","0"
"459","11485",34517.73,2,"F","P","INTINT","SOMECOLL","07","2","US","1","0","0"
"460","10658",27725,2,"F","M","TV","ASSOC","07","2","US","2","0","0"
"461","11060",31110,3,"F","S","REF","SOMECOLL","07","2","US","2","0","0"
"462","11552",31234.3433333333,3,"F","M","INTINT","SOMECOLL","07","2","ELNC","2","0","0"
"463","11622",24754,1,"F","S","INTINT","SOMECOLL","07","2","US","2","0","0"
"464","10955",13250,2,"F","S","INTINT","BACH","30","2","US","2","0","0"
"465","10894",20848.6,1,"F","S","REF","UN","03","2","US","2","0","0"
"466","10388",26008.6666666667,3,"F","S","INTINT","SOMECOLL","14","2","US","2","0","0"
"467","10004",25356.93,2,"M","M","REF","SOMECOLL","09","1","US","2","0","0"
"468","10140",26462.2,3,"F","M","REF","SOMECOLL","14","2","ELNC","2","0","0"
"469","11469",29615,3,"F","M","PPC","SOMECOLL","14","1","US","2","0","0"
"470","10383",36185.76,3,"M","M","INTER","SOMECOLL","14","2","US","2","0","0"
"471","12156",19524.99,3,"F","M","REF","SOMECOLL","14","2","US","2","0","0"
"472","11902",24995,3,"F","S","INTINT","SOMECOLL","03","2","US","2","0","0"
"473","11856",31873.6666666667,3,"F","S","PPC","SOMECOLL","07","2","US","2","0","0"
"474","10922",38736,2,"F","P","REF","SOMECOLL","09","1","US","2","0","0"
"475","10716",31137,3,"M","S","REF","SOMECOLL","03","2","ELNC","2","0","0"
"476","11378",29264.3333333333,3,"F","S","PPC","SOMECOLL","03","2","ELNC","2","0","0"
"477","12146",40053,2,"F","M","INTINT","SOMECOLL","03","1","US","2","0","0"
"478","10275",21415.6533333333,3,"F","M","REF","SOMECOLL","07","2","US","2","0","0"
"479","10331",24740.3333333333,3,"F","S","REF","UN","14","2","US","2","0","0"
"480","12145",27068,1,"F","S","PPC","HS","14","2","ELNC","2","0","0"
"481","10077",18967.73,2,"M","M","INTINT","BACH","07","2","US","2","0","0"
"482","11307",26955.3333333333,3,"M","S","REF","SOMECOLL","07","2","US","2","0","0"
"483","12168",25699.8766666667,3,"F","D","REF","SOMECOLL","14","2","US","2","0","0"
"484","11271",17110.1966666667,3,"F","M","REF","SOMECOLL","14","2","US","2","0","0"
"485","10189",27925.9366666667,3,"F","S","PPC","SOMECOLL","14","1","US","2","0","0"
"486","12250",25008,2,"M","S","REF","SOMECOLL","14","2","US","2","0","0"
"487","10827",6510.6,1,"F","S","PPC","SOMECOLL","14","2","US","2","0","0"
"488","11410",31733.4866666667,3,"F","M","REF","SOMECOLL","14","2","US","1","0","0"
"489","11023",30704.3333333333,3,"F","M","INTINT","SOMECOLL","14","2","US","1","0","0"
"490","12030",20744.43,2,"M","M","REF","SOMECOLL","03","2","US","2","0","0"
"491","10872",19550.25,4,"F","S","RADIO","SOMECOLL","14","2","US","1","0","0"
"492","10897",38613.5,2,"F","S","INTINT","UN","14","2","US","1","0","0"
"493","11452",27789.44,1,"F","M","REF","SOMECOLL","01","2","US","2","0","0"
"494","10435",11804.31,1,"F","W","INTINT","SOMECOLL","03","1","US","2","0","0"
"495","10330",25211,3,"F","S","REF","UN","14","2","US","2","0","0"
"496","11219",16255.25,2,"F","S","PDSCLMDA","UN","14","2","US","2","0","0"
"497","10268",32905.3333333333,3,"F","S","PPC","SOMECOLL","14","2","US","2","0","0"
"498","11157",14574,1,"F","M","INTINT","UN","03","2","US","1","0","0"
"499","10224",14762.44,2,"F","S","REF","BACH","14","2","US","2","0","0"
"500","11404",29421.6666666667,3,"F","S","OUTDOOR","SOMECOLL","09","2","US","2","0","0"
"501","12222",29578.5725,4,"F","S","PPC","UN","14","2","US","2","0","0"
"502","10758",22074.55,4,"F","D","REF","UN","14","2","US","2","0","0"
"503","11335",39459,2,"F","S","REF","SOMECOLL","03","2","US","2","0","0"
"504","11947",32641.6666666667,3,"F","S","RADIO","UN","07","2","US","2","0","0"
"505","11490",32545.5333333333,3,"F","S","RADIO","SOMECOLL","14","2","US","2","0","0"
"506","10590",13499.42,2,"M","M","INTINT","UN","03","2","US","2","0","0"
"507","10133",25617,3,"F","S","REF","SOMECOLL","07","2","US","1","0","0"
"508","11822",33307,2,"F","S","PPC","SOMECOLL","14","2","US","2","1","0"
"509","10608",16215,1,"M","S","INTINT","SOMECOLL","14","2","US","2","0","0"
"510","10797",16985,1,"F","S","REF","SOMECOLL","14","2","US","2","0","0"
"511","11738",25203.5,2,"M","S","REF","SOMECOLL","14","2","US","2","0","0"
"512","10674",29089.5,2,"F","S","INTINT","SOMECOLL","03","2","US","1","0","0"
"513","10593",27289.55,2,"F","M","PPC","SOMECOLL","13","2","US","2","0","0"
"514","10186",25014.3,3,"F","P","REF","SOMECOLL","09","2","US","1","0","0"
"515","11880",24954,2,"F","S","REF","SOMECOLL","07","2","ELNC","1","0","0"
"516","10118",29168.3333333333,3,"F","P","REF","SOMECOLL","07","2","US","1","0","0"
"517","10972",24422.9833333333,3,"F","S","REF","SOMECOLL","07","2","US","2","0","0"
"518","11374",27332.8333333333,3,"F","P","REF","SOMECOLL","07","2","US","1","0","0"
"519","10458",19060.7,2,"M","S","PPC","SOMECOLL","14","2","US","2","0","0"
"520","11867",9807.07,2,"F","S","PDSCLMDA","SOMECOLL","03","1","US","2","0","0"
"521","12149",27023.6666666667,3,"F","S","REF","SOMECOLL","01","2","US","2","0","0"
"522","11408",27311.5333333333,3,"F","M","PPC","SOMECOLL","07","2","US","2","0","0"
"523","11198",28457,3,"F","S","INTINT","SOMECOLL","03","2","US","2","0","0"
"524","12174",27513.3333333333,3,"F","M","TV","UN","03","2","US","2","0","0"
"525","11120",26910,3,"F","S","REF","SOMECOLL","09","2","US","2","0","0"
"526","10556",25691.8666666667,3,"F","S","PPC","SOMECOLL","07","2","US","1","0","0"
"527","10296",23487.7133333333,3,"F","S","REF","SOMECOLL","07","1","US","2","0","0"
"528","11630",23632.58,2,"F","S","REF","SOMECOLL","14","2","US","2","0","0"
"529","10138",25362.1333333333,3,"F","M","REF","SOMECOLL","07","1","US","2","0","0"
"530","12236",32485,2,"F","M","INTINT","ASSOC","07","2","ELNC","2","0","0"
"531","11299",22594.3333333333,3,"F","S","INTINT","SOMECOLL","07","2","US","1","0","0"
"532","12106",10546.4,1,"F","S","PPC","SOMECOLL","03","2","US","2","0","0"
"533","10723",20533.75,4,"F","M","REF","UN","14","2","US","2","0","0"
"534","12009",17269,1,"F","S","REF","SOMECOLL","14","2","US","1","0","0"
"535","11872",41683.25,1,"F","S","PPC","SOMECOLL","07","2","US","2","0","0"
"536","11393",33980.6666666667,3,"F","D","INTINT","SOMECOLL","14","2","US","2","0","0"
"537","11463",7134.06,2,"F","D","REF","SOMECOLL","14","2","US","2","0","0"
"538","10473",37620,2,"F","S","REF","SOMECOLL","14","2","US","2","0","0"
"539","11412",23491.39,3,"F","S","INTINT","GED","14","1","US","2","0","0"
"540","11706",26013,3,"F","S","INTINT","SOMECOLL","14","2","US","2","0","0"
"541","10910",30059.6666666667,3,"F","M","REF","SOMECOLL","07","2","US","2","0","0"
"542","11675",14696.125,2,"F","M","REF","SOMECOLL","14","2","US","2","0","0"
"543","11920",27868,3,"F","D","REF","SOMECOLL","01","2","US","2","0","0"
"544","12066",36965.3,2,"M","S","REF","BACH","14","2","US","2","0","0"
"545","10507",27288.6666666667,3,"F","M","INTINT","SOMECOLL","07","2","US","1","0","0"
"546","11379",47816.81,2,"M","S","INTINT","UN","07","2","US","2","0","0"
"547","10926",19088.1,2,"F","S","REF","SOMECOLL","14","2","US","2","0","0"
"548","11097",29463.5,2,"F","S","REF","SOMECOLL","07","2","US","1","0","0"
"549","10346",15507.9,1,"F","S","PPC","SOMECOLL","01","2","US","1","0","0"
"550","11882",21541.7,2,"F","S","TV","SOMECOLL","14","2","US","2","0","0"
"551","10095",39135.165,2,"F","S","INTINT","BACH","07","2","US","2","0","0"
"552","11173",13387,2,"F","S","RADIO","ASSOC","07","2","US","2","0","0"
"553","12186",14538.4,2,"F","S","INTINT","SOMECOLL","07","2","US","2","0","0"
"554","10493",25528,3,"F","M","INTINT","UN","14","1","US","2","0","0"
"555","11532",10814,1,"F","S","PPC","HS","30","2","US","2","0","1"
"556","10837",34328.3333333333,3,"F","S","INTINT","SOMECOLL","14","2","US","2","0","0"
"557","10747",24286.4933333333,3,"F","S","REF","SOMECOLL","07","2","US","2","0","0"
"558","11234",6787,2,"F","M","PPC","SOMECOLL","07","1","US","2","0","0"
"559","11427",25278,3,"F","D","REF","SOMECOLL","09","2","US","2","0","0"
"560","10290",43195.91,1,"F","M","PPC","UN","03","1","US","2","0","0"
"561","11425",19520.5575,4,"F","D","PPC","SOMECOLL","14","1","US","2","0","0"
"562","10062",33160,2,"F","M","REF","SOMECOLL","07","2","US","2","0","0"
"563","11939",20300,1,"M","S","PPC","SOMECOLL","07","2","US","2","0","0"
"564","11594",24693.6133333333,3,"F","S","INTINT","SOMECOLL","09","2","US","1","0","0"
"565","11019",25050.6666666667,3,"M","S","REF","SOMECOLL","09","2","US","2","0","0"
"566","11058",11770,1,"F","S","REF","SOMECOLL","14","2","US","2","0","1"
"567","11960",28242.09,1,"F","S","OTHER","SOMECOLL","07","2","US","2","0","0"
"568","11373",22564,2,"F","S","PPC","SOMECOLL","07","2","US","2","0","0"
"569","10577",7710,2,"F","S","PDSCLMDA","SOMECOLL","07","2","US","2","0","1"
"570","12187",22533.3333333333,3,"F","M","REF","SOMECOLL","07","1","US","2","0","0"
"571","11681",13153.155,2,"F","S","PPC","SOMECOLL","07","2","US","2","0","0"
"572","11535",8750,1,"F","M","REF","SOMECOLL","07","2","US","2","0","0"
"573","12065",10961,1,"F","S","INTER","UN","03","2","ELNC","2","0","0"
"574","10360",20312.38,1,"F","S","PPC","SOMECOLL","07","2","ELNC","2","0","0"
"575","10952",31129.6,3,"F","M","PPC","UN","14","1","US","2","0","0"
"576","11777",26401.6666666667,3,"F","S","PPC","SOMECOLL","07","2","US","2","0","0"
"577","11805",21950,4,"F","S","REF","SOMECOLL","14","2","US","2","0","0"
"578","11453",40511.5,2,"F","S","INTINT","BACH","03","2","US","2","0","0"
"579","10916",24838.1,3,"F","D","REF","ASSOC","03","2","ELNC","2","0","0"
"580","11029",34388,2,"F","M","INTINT","SOMECOLL","07","2","US","2","0","0"
"581","11163",39830,1,"F","S","REF","SOMECOLL","07","2","US","1","0","0"
"582","10718",20748,1,"F","S","TV","SOMECOLL","14","2","US","2","0","0"
"583","11958",30478.3333333333,3,"F","D","OUTDOOR","SOMECOLL","03","2","US","2","0","0"
"584","11032",30301.2666666667,3,"F","D","OUTDOOR","ASSOC","07","2","US","1","0","0"
"585","10499",24506.6333333333,3,"F","S","REF","SOMECOLL","13","2","US","2","0","0"
"586","10281",25507.2666666667,3,"F","M","INTINT","SOMECOLL","07","2","US","2","0","0"
"587","10744",30888.6,1,"F","S","INTINT","SOMECOLL","14","2","US","2","0","0"
"588","11053",29038.8066666667,3,"F","S","REF","SOMECOLL","14","2","US","2","0","0"
"589","11457",32339.0866666667,3,"F","S","REF","SOMECOLL","07","2","US","1","0","0"
"590","10561",21266.8,4,"F","M","PPC","UN","07","2","US","1","0","0"
"591","11445",20062.3333333333,3,"F","M","PPC","SOMECOLL","14","2","US","1","0","0"
"592","10514",23671.94,1,"F","D","REF","BACH","07","2","US","2","0","1"
"593","10161",32777.3333333333,3,"M","S","REF","SOMECOLL","14","2","US","2","0","0"
"594","10629",28768.3333333333,3,"M","S","PDSCLMDA","SOMECOLL","14","2","US","2","0","0"
"595","11695",16695.75,2,"F","S","REF","ASSOC","07","2","US","2","0","0"
"596","10984",23902,1,"F","M","INTINT","SOMECOLL","07","2","ELNC","2","0","0"
"597","11593",32335.34,2,"M","S","REF","ASSOC","07","2","US","2","0","0"
"598","10421",27040,1,"F","S","OUTDOOR","SOMECOLL","07","2","US","1","0","0"
"599","11240",27657,1,"F","S","PPC","SOMECOLL","07","2","US","2","0","0"
"600","10793",17533.9,3,"F","S","PPC","SOMECOLL","07","2","US","2","0","0"
"601","10447",41,1,"F","S","PPC","SOMECOLL","07","2","US","2","0","0"
"602","10583",29986.575,2,"F","P","INTINT","SOMECOLL","14","2","US","1","0","0"
"603","10994",29385,2,"F","M","REF","SOMECOLL","14","2","US","2","0","0"
"604","10429",24749.6666666667,3,"F","M","INTINT","UN","03","2","ELNC","2","0","0"
"605","11730",30922.0666666667,3,"F","S","INTINT","SOMECOLL","07","2","US","1","0","0"
"606","10585",22893.365,2,"F","S","PPC","SOMECOLL","03","2","ELNC","2","0","0"
"607","10958",25043.365,2,"M","M","RADIO","SOMECOLL","07","2","US","2","0","0"
"608","11656",22858.3333333333,3,"M","S","INTER","UN","14","2","US","2","0","0"
"609","10536",22228.6666666667,3,"F","S","INTINT","SOMECOLL","14","2","US","2","0","0"
"610","10183",31339.6666666667,3,"F","S","INTINT","SOMECOLL","14","2","US","2","0","0"
"611","11993",19923.5,2,"M","S","PDSCLMDA","SOMECOLL","14","2","US","2","0","0"
"612","10579",28632.6666666667,3,"F","S","PPC","SOMECOLL","09","2","US","1","0","0"
"613","10117",27142.2333333333,3,"F","M","REF","BACH","09","2","ELNC","2","0","0"
"614","11915",19228.5,2,"F","S","PPC","UN","03","2","US","2","0","0"
"615","11658",24217,1,"F","S","PPC","SOMECOLL","14","1","US","2","0","0"
"616","10924",27093.9066666667,3,"F","S","REF","SOMECOLL","14","2","N","2","0","0"
"617","10475",19099.25,2,"F","S","REF","SOMECOLL","03","2","N","2","0","0"
"618","11890",8468.51,2,"F","D","REF","SOMECOLL","09","1","US","2","0","0"
"619","12239",22661.165,2,"F","S","INTINT","SOMECOLL","14","2","US","2","0","0"
"620","10566",30965,3,"F","M","PPC","HS","14","1","US","2","0","0"
"621","12086",19586.25,4,"F","S","INTINT","UN","14","2","ELNC","2","0","0"
"622","11204",17132.365,2,"F","S","REF","SOMECOLL","14","2","ELNC","2","0","0"
"623","10397",27730,1,"F","M","REF","UN","14","2","US","2","0","0"
"624","10329",31049.5,2,"F","M","PPC","UN","14","2","US","2","0","0"
"625","10803",242,1,"F","M","REF","SOMECOLL","09","2","ELNC","1","0","0"
"626","12034",27262.5,2,"F","P","REF","SOMECOLL","07","1","US","2","0","0"
"627","11732",21556.85,2,"F","M","PPC","SOMECOLL","14","2","US","1","0","0"
"628","10204",9500,1,"F","S","PPC","SOMECOLL","07","1","US","2","0","1"
"629","11418",31799.5,2,"F","M","INTINT","SOMECOLL","14","1","US","2","0","0"
"630","10695",20333.5,2,"F","S","PPC","SOMECOLL","14","2","US","2","0","0"
"631","11347",21219,1,"F","S","INTINT","HS","14","2","US","2","0","0"
"632","10880",38389.3,2,"F","S","TV","SOMECOLL","14","2","US","2","0","0"
"633","10968",31842,2,"F","S","PPC","ASSOC","07","2","US","1","0","0"
"634","10973",24965.6666666667,3,"F","S","REF","UN","07","2","US","1","0","0"
"635","11793",19885.9733333333,3,"F","M","INTINT","SOMECOLL","14","2","US","2","0","0"
"636","10865",29409,3,"F","M","INTER","SOMECOLL","03","2","US","1","0","0"
"637","11437",24589.96,3,"F","M","REF","HS","14","2","US","1","0","0"
"638","11179",11930.5,2,"F","M","REF","SOMECOLL","08","2","US","2","0","0"
"639","10804",33364.3333333333,3,"F","S","REF","SOMECOLL","14","2","US","2","0","0"
"640","11733",30831.6666666667,3,"F","S","PDSCLMDA","SOMECOLL","14","2","US","1","0","0"
"641","10315",23715,1,"F","P","RADIO","SOMECOLL","14","2","US","2","0","0"
